Country,University,College_1st_Choice,Application_Source,Course,Education_Level,Season,Month_Year
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2025
Ghana,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Software Engineering,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Finance,MS,Fall,September 2025
Malawi,DePaul University,The Theatre School,Non Study Group,Arts Leadership,MFA,Fall,September 2025
India,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,English Literature and Publishing,MA,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Marketing Analysis,MS,Fall,September 2024
Ghana,DePaul University,School of Public Service,Non Study Group,Public Administration,MPA,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Marketing Analysis,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Marketing Analysis,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
Iran,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human Centered Design,PHD,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
Pakistan,DePaul University,College of Education,Non Study Group,Bilingual-Bicultural Education,ENDORSEMENT ONLY,Fall,September 2025
Pakistan,DePaul University,College of Education,Non Study Group,Bilingual-Bicultural Education,ENDORSEMENT ONLY,Fall,September 2025
Pakistan,DePaul University,College of Education,Non Study Group,Bilingual-Bicultural Education,ENDORSEMENT ONLY,Fall,September 2025
Pakistan,DePaul University,College of Education,Non Study Group,Bilingual-Bicultural Education,ENDORSEMENT ONLY,Fall,September 2025
Pakistan,DePaul University,College of Education,Non Study Group,Bilingual-Bicultural Education,ENDORSEMENT ONLY,Fall,September 2025
Ghana,DePaul University,College of Science and Health,Non Study Group,Biological Sciences,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
Iran,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human Centered Design,PHD,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
Iran,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human Centered Design,PHD,Fall,September 2024
Egypt,DePaul University,College of Education,Non Study Group,Counseling,MA,Fall,September 2024
Egypt,DePaul University,College of Education,Non Study Group,Counseling,MA,Fall,September 2024
Iran,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human Centered Design,PHD,Fall,September 2024
Ghana,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Winter,January 2025
Pakistan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Full-time MBA,Unknown,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
United states,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Writing and Publishing,MA,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Business Information Technology,MS,Fall,September 2023
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2025
Ghana,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2025
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Full-time MBA,Unknown,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Winter,January 2025
Canada,DePaul University,College of Science and Health,Non Study Group,Biological Sciences,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Fall,September 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
Pakistan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Spring,March 2024
Canada,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Spring,March 2025
Ghana,DePaul University,College of Science and Health,Non Study Group,Applied Mathematics,MS,Fall,September 2025
India,DePaul University,College of Communication,Non Study Group,Journalism,MA,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Audit and Advisory Services,MS,Fall,September 2025
Zimbabwe,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
Bangladesh,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Marketing,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Digital Communication and Media Arts,MA,Fall,September 2024
Afghanistan,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Network Engineering and Security,MS,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2025
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
Palestine,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Fall,September 2025
India,DePaul University,College of Communication,Non Study Group,Journalism,MA,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Spring,March 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
Nigeria,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Winter,January 2024
Nigeria,DePaul University,College of Communication,Non Study Group,Public Relations and Advertising,MA,Winter,January 2024
Uzbekistan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Weekend MBA,Unknown,Fall,September 2024
Ghana,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Spring,March 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Fall,September 2024
Canada,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Audit and Advisory Services,MS,Winter,January 2024
Canada,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Audit and Advisory Services,MS,Winter,January 2024
Nigeria,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Winter,January 2024
United states,DePaul University,School of Nursing,Non Study Group,Nursing Practice,DNP,Spring,March 2025
Liberia,DePaul University,College of Science and Health,Non Study Group,Biological Sciences,MS,Fall,September 2026
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Artificial Intelligence,MS,Fall,September 2025
Vietnam,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
Ghana,DePaul University,College of Communication,Non Study Group,Communication and Media,MA,Fall,September 2025
Nigeria,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Sustainable Urban Development,MA,Winter,January 2025
United states,DePaul University,School of Public Service,Non Study Group,Public Policy,MPP,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
United arab emirates,DePaul University,College of Science and Health,Non Study Group,Biological Sciences,MS,Fall,September 2025
Ghana,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Fall,September 2025
Nepal,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Finance,MS,Spring,March 2024
Nepal,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Finance,MS,Spring,March 2024
Nepal,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Finance,MS,Spring,March 2024
Nepal,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Finance,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Spring,March 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Fall,September 2025
Pakistan,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer and Information Sciences,PHD,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Fall,September 2024
Ghana,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Sociology,MA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Spring,March 2024
Ghana,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Fall,September 2024
Mauritius,DePaul University,College of Education,Non Study Group,Educational Leadership,MA,Fall,September 2023
Nigeria,DePaul University,School of Public Service,Non Study Group,Nonprofit Management,MNM,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Spring,March 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2025
France,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Philosophy,MA,Fall,September 2024
France,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Philosophy,MA,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Fall,September 2025
India,DePaul University,College of Science and Health,Non Study Group,Chemistry,MS,Winter,January 2024
Canada,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,Philosophy,MA,Fall,September 2025
Nigeria,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
Taiwan,DePaul University,The Theatre School,Non Study Group,Acting,MFA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human-Computer Interaction,MS,Fall,September 2024
Canada,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
Ghana,DePaul University,College of Education,Non Study Group,Curriculum Studies,MA,Winter,January 2025
Saudi arabia,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Winter,January 2026
United kingdom,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Fall,September 2024
Kyrgyzstan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Full-time MBA,Unknown,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
United states,DePaul University,School of Psychology,Non Study Group,Clinical Psychology,MA,Fall,September 2024
Nigeria,DePaul University,School of Continuing and Professional Studies,Non Study Group,Applied Professional Studies,MA,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Winter,January 2026
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
Nigeria,DePaul University,College of Education,Non Study Group,Educational Leadership,PHD,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Winter,January 2025
Ghana,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Marketing Analysis,MS,Spring,March 2024
Nigeria,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Human Resources,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Summer,June 2025
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer and Information Sciences,PHD,Fall,September 2025
Taiwan,DePaul University,School of Music,Non Study Group,Music Performance,MM,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2025
Ghana,DePaul University,College of Education,Non Study Group,Curriculum Studies,EDD,Fall,September 2025
Pakistan,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Winter,January 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Winter,January 2024
Iran,DePaul University,College of Communication,Non Study Group,Digital Communication and Media Arts,MA,Fall,September 2023
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Game Programming,MS,Spring,March 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human-Computer Interaction,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,Unknown,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Winter,January 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Winter,January 2024
Iran,DePaul University,College of Liberal Arts and Social Sciences,Non Study Group,English Literature and Publishing,MA,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
Ghana,DePaul University,College of Education,Non Study Group,Educational Leadership,MA,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Information Systems,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Fall,September 2025
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Audit and Advisory Services,MS,Fall,September 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Health Informatics,MS,Winter,January 2024
United states,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Human-Computer Interaction,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Supply Chain Management,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Winter,January 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
Nigeria,DePaul University,School of Continuing and Professional Studies,Non Study Group,Applied Professional Studies,MA,Winter,January 2025
Ghana,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Marketing,MS,Fall,September 2025
Nigeria,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Spring,March 2025
Iran,DePaul University,College of Education,Non Study Group,Educational Leadership,PHD,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
United states,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Business Analytics,MS,Fall,September 2024
India,DePaul University,Kellstadt Graduate School Of Business,Non Study Group,Audit and Advisory Services,MS,Winter,January 2025
Nigeria,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Cybersecurity,MS,Fall,September 2024
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Data Science,MS,Fall,September 2024
United kingdom,DePaul University,College of Education,Non Study Group,Secondary Education,MA,Winter,January 2025
India,DePaul University,Jarvis College of Computing and Digital Media,Non Study Group,Computer Science,MS,Fall,September 2024
